country,league,season,scraped_at,Player,player_url,player_name,Nationality,height,position,age,GP,EFF,MPG,PPG,RPG,ORB,DRB,APG,BPG,SPG,PF,FTA,FTM,FT_pct,2PA,2PM,2P_pct,3PA,3PM,3P_pct,TO,team,team_abbrev,team_url
Spain,Primera FEB,2025-2026,2026-05-07T22:01:49.909590,Cuevas Michael 188-G-31,https://basketball.eurobasket.com/player/Cuevas-Michael/335566,Michael Cuevas,,188,G,31,23,10.3,24.2,10.0,2.0,0.7,1.3,3.0,0.1,0.7,3.0,3.1,2.5,80.6,4.2,2.0,47.6,3.0,1.2,40.0,1.3,Alicante,ALIC,https://basketball.eurobasket.com/team/HLA-Alicante/2004
Spain,Primera FEB,2025-2026,2026-05-07T22:01:50.213805,De Bisschop Brooks 206-F/C-28,https://basketball.eurobasket.com/player/De-Bisschop-Brooks/403368,Brooks De Bisschop,USA,206,F/C,28,14,6.5,22.0,5.9,4.9,1.7,3.1,1.4,0.4,0.6,1.9,2.3,0.9,39.1,5.6,2.5,44.6,0.1,0.0,0.0,1.1,,,
Spain,Primera FEB,2025-2026,2026-05-07T22:01:50.491043,Debaut Ludgy 213-C-28,https://basketball.eurobasket.com/player/Debaut-Ludgy/453536,Ludgy Debaut,FRA,213,C,28,17,10.8,17.9,8.0,5.9,2.5,3.4,0.5,0.2,0.5,2.0,3.1,2.0,64.5,4.6,2.6,56.5,0.6,0.2,33.3,1.4,Melilla,MELI,https://basketball.eurobasket.com/team/Melilla-Ciudad-del-Deporte/1354
Spain,Primera FEB,2025-2026,2026-05-07T22:01:51.154741,Del Valle Rodrigo,https://basketball.eurobasket.com/player/Del-Valle-Rodrigo/800002,Rodrigo Del Valle,ESP,,,,2,-1.0,2.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,Obradoiro,OBRA,https://basketball.eurobasket.com/team/Monbus-Obradoiro-CAB-Santiago-de-Compostela/1348
Spain,Primera FEB,2025-2026,2026-05-07T22:01:51.428368,Diaz Antonio -19,https://basketball.eurobasket.com/player/Diaz-Antonio/669298,Antonio Diaz,ESP,,,19,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fuenlabrada,FUEN,https://basketball.eurobasket.com/team/Flexicar-Fuenlabrada-Madrid/1993
Spain,Primera FEB,2025-2026,2026-05-07T22:01:51.698360,Diaz Christian 184-PG-34,https://basketball.eurobasket.com/player/Diaz-Christian/178265,Christian Diaz,ESP,184,PG,34,23,8.0,21.5,7.3,1.8,0.6,1.2,3.0,0.0,0.8,2.3,2.9,2.6,89.7,3.4,1.2,35.3,2.5,0.8,32.0,2.0,Melilla,MELI,https://basketball.eurobasket.com/team/Melilla-Ciudad-del-Deporte/1354
Spain,Primera FEB,2025-2026,2026-05-07T22:01:51.996015,Diaz Felipe 202-F-20,https://basketball.eurobasket.com/player/Diaz-Felipe/660382,Felipe Diaz,ESP,202,F,20,1,-2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Estudiantes,ESTU,https://basketball.eurobasket.com/team/Movistar-Estudiantes-Madrid/198
Spain,Primera FEB,2025-2026,2026-05-07T22:01:52.274135,Diaz Jacobo 206-PF-30,https://basketball.eurobasket.com/player/Diaz-Jacobo/255767,Jacobo Diaz,ESP,206,PF,30,20,9.7,17.8,8.2,3.7,1.0,2.7,0.7,0.2,0.6,1.8,0.6,0.6,100.0,2.4,1.6,66.7,2.9,1.5,51.7,0.4,Coruna,CORU,https://basketball.eurobasket.com/team/Leyma-Basquet-Coruna/8525
Spain,Primera FEB,2025-2026,2026-05-07T22:01:52.553737,Diaz Mateo 186-G-24,https://basketball.eurobasket.com/player/Diaz-Mateo/476727,Mateo Diaz,,186,G,24,23,17.2,28.1,13.8,4.6,0.4,4.2,4.3,0.2,1.2,2.8,3.9,3.3,84.6,5.1,2.6,51.0,4.5,1.8,40.0,2.4,Fuenlabrada,FUEN,https://basketball.eurobasket.com/team/Flexicar-Fuenlabrada-Madrid/1993
Spain,Primera FEB,2025-2026,2026-05-07T22:01:52.979195,Dike Golden 208-F-25,https://basketball.eurobasket.com/player/Dike-Golden/396671,Golden Dike,ESP,208,F,25,19,5.0,19.7,3.4,4.2,1.8,2.4,1.0,0.3,0.3,2.3,1.5,0.4,26.7,2.4,1.3,54.2,0.4,0.2,50.0,0.9,Palma BM,PALM,https://basketball.eurobasket.com/team/Palmer-Basquet-Mallorca-Palma/61419
Spain,Primera FEB,2025-2026,2026-05-07T22:01:53.321729,Diop Ilimane 210-C-31,https://basketball.eurobasket.com/player/Diop-Ilimane/227853,Ilimane Diop,ESP,210,C,31,24,10.3,19.7,8.4,5.4,1.8,3.6,0.8,0.7,0.6,2.9,2.8,2.1,75.0,4.5,2.8,62.2,1.4,0.2,14.3,1.5,Coruna,CORU,https://basketball.eurobasket.com/team/Leyma-Basquet-Coruna/8525
Spain,Primera FEB,2025-2026,2026-05-07T22:01:53.637942,Domenech Adria 205-SF-24,https://basketball.eurobasket.com/player/Domenech-Adria/474387,Adria Domenech,ESP,205,SF,24,23,6.9,22.3,7.0,3.6,0.9,2.7,0.6,0.5,0.6,2.4,1.6,1.3,81.3,2.4,1.3,54.2,3.2,1.0,31.3,0.8,Cartagena,CART,https://basketball.eurobasket.com/team/Odilo-FC-Cartagena-CB/48634
Spain,Primera FEB,2025-2026,2026-05-07T22:01:53.904145,Dos Anjos Felipe 218-C-28,https://basketball.eurobasket.com/player/Dos-Anjos-Felipe/332956,Felipe Dos Anjos,BRA,218,C,28,23,14.5,20.8,11.2,4.5,1.7,2.8,0.5,0.5,0.4,2.0,3.2,2.2,68.8,6.3,4.5,71.4,0.0,0.0,0.0,1.1,Obradoiro,OBRA,https://basketball.eurobasket.com/team/Monbus-Obradoiro-CAB-Santiago-de-Compostela/1348
Spain,Primera FEB,2025-2026,2026-05-07T22:01:54.182940,Duscak Dan 187-PG-24,https://basketball.eurobasket.com/player/Duscak-Dan/444936,Dan Duscak,SLO,187,PG,24,24,8.8,21.6,7.1,2.0,0.5,1.5,3.7,0.0,1.3,2.9,2.4,1.7,70.8,2.3,0.8,34.8,3.8,1.3,34.2,1.5,Oviedo,OVIE,https://basketball.eurobasket.com/team/Alimerka-Oviedo-Baloncesto/6750
Spain,Primera FEB,2025-2026,2026-05-07T22:01:54.460156,Etxeguren Aitor 206-F/C-23,https://basketball.eurobasket.com/player/Etxeguren-Aitor/482820,Aitor Etxeguren,ESP,206,F/C,23,15,3.3,9.7,2.6,1.2,0.7,0.5,0.5,0.1,0.3,1.3,0.6,0.3,50.0,1.4,1.1,78.6,0.0,0.0,0.0,0.3,Obradoiro,OBRA,https://basketball.eurobasket.com/team/Monbus-Obradoiro-CAB-Santiago-de-Compostela/1348
Spain,Primera FEB,2025-2026,2026-05-07T22:01:54.745319,Ezquerra Javier 185-G-24,https://basketball.eurobasket.com/player/Ezquerra-Javier/611336,Javier Ezquerra,PUR,185,G,24,6,-2.0,12.5,1.5,1.2,0.8,0.3,1.5,0.0,0.7,1.3,0.0,0.0,0.0,3.0,0.5,16.7,1.2,0.2,16.7,2.3,Melilla,MELI,https://basketball.eurobasket.com/team/Melilla-Ciudad-del-Deporte/1354
Spain,Primera FEB,2025-2026,2026-05-07T22:01:55.043762,Fallou Niang 202-C/F-25,https://basketball.eurobasket.com/player/Fallou-Niang/448051,Niang Fallou,SEN,202,C/F,25,8,5.4,16.6,4.6,3.5,1.3,2.3,0.8,0.3,0.4,1.9,1.1,0.9,81.8,1.5,0.8,53.3,2.5,0.8,32.0,0.4,Palma Fibwi,PALM,https://basketball.eurobasket.com/team/Fibwi-Palma/10249
Spain,Primera FEB,2025-2026,2026-05-07T22:01:55.352420,Faure Alonso 208-F-24,https://basketball.eurobasket.com/player/Faure-Alonso/485146,Alonso Faure,ESP,208,F,24,23,7.9,16.8,7.1,4.9,1.5,3.3,0.6,0.2,0.7,2.6,2.1,1.2,57.1,4.2,2.7,64.3,0.4,0.2,50.0,1.6,Oviedo,OVIE,https://basketball.eurobasket.com/team/Alimerka-Oviedo-Baloncesto/6750
Spain,Primera FEB,2025-2026,2026-05-07T22:01:55.643143,Faverani Vitor 212-C-38,https://basketball.eurobasket.com/player/Faverani-Vitor/77584,Vitor Faverani,BRA,212,C,38,21,15.1,23.3,11.8,6.4,1.4,5.0,0.6,0.6,0.5,2.4,3.8,3.2,84.2,5.0,3.1,62.0,2.3,0.8,34.8,2.0,Cartagena,CART,https://basketball.eurobasket.com/team/Odilo-FC-Cartagena-CB/48634
Spain,Primera FEB,2025-2026,2026-05-07T22:01:55.941765,Feliu Joan 185-G-26,https://basketball.eurobasket.com/player/Feliu-Joan/482822,Joan Feliu,ESP,185,G,26,15,5.3,17.7,5.6,2.2,0.9,1.3,0.7,0.0,0.9,1.3,1.5,1.0,66.7,2.3,1.2,52.2,2.6,0.7,26.9,0.9,Palma BM,PALM,https://basketball.eurobasket.com/team/Palmer-Basquet-Mallorca-Palma/61419
Spain,Primera FEB,2025-2026,2026-05-07T22:01:56.243065,Fernandez Martin 194-SG-24,https://basketball.eurobasket.com/player/Fernandez-Martin/529304,Martin Fernandez,ESP,194,SG,24,21,6.9,12.7,7.2,2.0,0.6,1.5,0.6,0.0,0.4,1.1,3.5,2.7,77.1,3.9,1.8,46.2,1.0,0.3,30.0,0.7,Ourense,OURE,https://basketball.eurobasket.com/team/Club-Ourense-Baloncesto/199
Spain,Primera FEB,2025-2026,2026-05-07T22:01:56.507215,Figueras Pol 187-PG-28,https://basketball.eurobasket.com/player/Figueras-Pol/335470,Pol Figueras,ESP,187,PG,28,6,4.2,18.2,5.8,1.2,0.3,0.8,3.5,0.0,0.7,1.8,2.0,1.5,75.0,2.8,1.2,42.9,3.5,0.7,20.0,2.2,Menorca,MENO,https://basketball.eurobasket.com/team/Hestia-Menorca/1990
Spain,Primera FEB,2025-2026,2026-05-07T22:01:56.787270,Galan Alejandro 207-F/C-27,https://basketball.eurobasket.com/player/Galan-Alejandro/363921,Alejandro Galan,ESP,207,F/C,27,23,7.7,20.3,7.5,2.6,0.4,2.2,1.1,0.3,0.6,2.8,2.0,1.6,80.0,2.8,1.7,60.7,2.3,0.8,34.8,0.7,Obradoiro,OBRA,https://basketball.eurobasket.com/team/Monbus-Obradoiro-CAB-Santiago-de-Compostela/1348
Spain,Primera FEB,2025-2026,2026-05-07T22:01:57.108596,Galette Nico 198-F-24,https://basketball.eurobasket.com/player/Galette-Nico/580442,Nico Galette,,198,F,24,23,4.3,15.0,4.6,2.9,1.1,1.8,0.6,0.1,0.7,2.1,0.7,0.3,42.9,1.5,0.9,60.0,2.2,0.8,36.4,0.6,Menorca,MENO,https://basketball.eurobasket.com/team/Hestia-Menorca/1990
Spain,Primera FEB,2025-2026,2026-05-07T22:01:57.433415,Garcia Javier 188-PG-25,https://basketball.eurobasket.com/player/Garcia-Javier/442120,Javier Garcia,ESP,188,PG,25,23,4.4,21.4,6.0,1.6,0.3,1.3,3.3,0.0,0.3,2.0,1.0,0.7,70.0,2.3,0.9,39.1,4.0,1.2,30.0,1.6,Melilla,MELI,https://basketball.eurobasket.com/team/Melilla-Ciudad-del-Deporte/1354
Spain,Primera FEB,2025-2026,2026-05-07T22:01:57.832175,Garcia Sergi 193-G-29,https://basketball.eurobasket.com/player/Garcia-Sergi/255774,Sergi Garcia,ESP,193,G,29,13,10.0,23.7,6.8,3.5,0.8,2.8,3.8,0.2,0.8,1.8,1.8,1.3,72.2,2.2,1.0,45.5,3.1,1.2,38.7,2.1,Estudiantes,ESTU,https://basketball.eurobasket.com/team/Movistar-Estudiantes-Madrid/198
Spain,Primera FEB,2025-2026,2026-05-07T22:01:58.199818,Garino Patricio 201-SF-33,https://basketball.eurobasket.com/player/Garino-Patricio/179340,Patricio Garino,,201,SF,33,22,10.5,25.1,11.1,3.0,0.6,2.4,0.9,0.1,1.0,2.4,1.8,1.6,88.9,3.7,2.3,62.2,3.8,1.6,42.1,0.9,Estudiantes,ESTU,https://basketball.eurobasket.com/team/Movistar-Estudiantes-Madrid/198
Spain,Primera FEB,2025-2026,2026-05-07T22:01:58.549917,Garuba Sediq 192-G/F-22,https://basketball.eurobasket.com/player/Garuba-Sediq/514738,Sediq Garuba,ESP,192,G/F,22,21,5.7,16.4,6.3,2.5,1.0,1.6,1.0,0.1,0.5,2.5,2.0,1.6,80.0,3.0,1.7,56.7,1.9,0.4,21.1,1.1,Cartagena,CART,https://basketball.eurobasket.com/team/Odilo-FC-Cartagena-CB/48634
Spain,Primera FEB,2025-2026,2026-05-07T22:01:58.895926,Geu Deng 203-PF-29,https://basketball.eurobasket.com/player/Geu-Deng/369870,Deng Geu,,203,PF,29,23,6.7,17.9,6.5,3.9,1.2,2.7,0.5,0.1,0.4,1.9,1.3,1.0,76.9,3.0,1.7,56.7,2.0,0.7,35.0,0.7,Alicante,ALIC,https://basketball.eurobasket.com/team/HLA-Alicante/2004
Spain,Primera FEB,2025-2026,2026-05-07T22:01:59.289045,Gil Gabriel 200-F-25,https://basketball.eurobasket.com/player/Gil-Gabriel/517534,Gabriel Gil,ESP,200,F,25,23,5.1,18.2,5.4,3.4,1.0,2.4,1.3,0.1,0.8,2.5,1.3,0.9,69.2,2.3,1.1,47.8,3.0,0.7,23.3,1.0,Burgos T.,BURG,https://basketball.eurobasket.com/team/Grupo-Ureta-Tizona-Burgos/1341
Spain,Primera FEB,2025-2026,2026-05-07T22:01:59.648945,Gill Romaro 221-C-31,https://basketball.eurobasket.com/player/Gill-Romaro/394979,Romaro Gill,JAM,221,C,31,23,7.6,17.6,5.7,5.7,1.7,4.0,0.3,1.1,0.4,3.0,1.6,1.0,62.5,4.6,2.4,52.2,0.0,0.0,0.0,1.1,Ourense,OURE,https://basketball.eurobasket.com/team/Club-Ourense-Baloncesto/199
Spain,Primera FEB,2025-2026,2026-05-07T22:02:00.007452,Giovannetti Lucas 201-F-21,https://basketball.eurobasket.com/player/Giovannetti-Lucas/593771,Lucas Giovannetti,,201,F,21,23,4.7,16.5,4.4,2.2,0.9,1.3,0.7,0.3,0.7,2.1,0.7,0.6,85.7,1.3,1.0,76.9,1.8,0.6,33.3,0.5,Estudiantes,ESTU,https://basketball.eurobasket.com/team/Movistar-Estudiantes-Madrid/198
Spain,Primera FEB,2025-2026,2026-05-07T22:02:00.540979,Godspower Jeffrey 196-F/G-24,https://basketball.eurobasket.com/player/Godspower-Jeffrey/517558,Jeffrey Godspower,ESP,196,F/G,24,22,2.9,14.6,3.8,2.2,0.3,1.9,0.8,0.3,0.5,1.6,0.4,0.2,50.0,1.2,0.5,41.7,2.6,0.9,34.6,0.8,Melilla,MELI,https://basketball.eurobasket.com/team/Melilla-Ciudad-del-Deporte/1354
Spain,Primera FEB,2025-2026,2026-05-07T22:02:00.837887,Gomez Adrian,https://basketball.eurobasket.com/player/Gomez-Adrian/777575,Adrian Gomez,ESP,,,,1,0.0,5.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Fuenlabrada,FUEN,https://basketball.eurobasket.com/team/Flexicar-Fuenlabrada-Madrid/1993
Spain,Primera FEB,2025-2026,2026-05-07T22:02:01.153047,Gomez Oliver,https://basketball.eurobasket.com/player/Gomez-Oliver/817779,Oliver Gomez,ESP,,,,4,-0.8,2.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.3,Palencia,PALE,https://basketball.eurobasket.com/team/Zunder-Palencia/3212
Spain,Primera FEB,2025-2026,2026-05-07T22:02:01.433895,Gonzalez Asier 206-C-26,https://basketball.eurobasket.com/player/Gonzalez-Asier/522571,Asier Gonzalez,ESP,206,C,26,20,4.4,13.0,3.8,2.9,1.3,1.7,0.3,0.1,0.4,1.8,1.6,1.1,68.8,2.4,1.4,58.3,0.0,0.0,0.0,0.9,Estudiantes,ESTU,https://basketball.eurobasket.com/team/Movistar-Estudiantes-Madrid/198
Spain,Primera FEB,2025-2026,2026-05-07T22:02:01.730263,Gonzalez Chema 206-C-35,https://basketball.eurobasket.com/player/Gonzalez-Chema/179485,Chema Gonzalez,ESP,206,C,35,13,2.5,8.2,1.6,1.7,0.8,0.9,0.4,0.0,0.1,1.1,1.0,0.5,50.0,0.8,0.5,62.5,0.0,0.0,0.0,0.5,Palencia,PALE,https://basketball.eurobasket.com/team/Zunder-Palencia/3212
Spain,Primera FEB,2025-2026,2026-05-07T22:02:02.004840,Gonzalez Longarela Pablo 190-SG-25,https://basketball.eurobasket.com/player/Gonzalez-Longarela-Pablo/473492,Pablo Gonzalez Longarela,ESP,190,SG,25,11,1.3,8.3,2.4,1.1,0.5,0.6,0.5,0.1,0.5,1.8,1.0,0.7,70.0,0.6,0.3,50.0,1.5,0.4,26.7,0.3,,,
Spain,Primera FEB,2025-2026,2026-05-07T22:02:02.293050,Goodine Brycen 193-G,https://basketball.eurobasket.com/player/Goodine-Brycen/501445,Brycen Goodine,CPV,193,G,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,,,
Spain,Primera FEB,2025-2026,2026-05-07T22:02:02.574147,Granger Jayson 191-G-37,https://basketball.eurobasket.com/player/Granger-Jayson/63540,Jayson Granger,,191,G,37,18,16.0,25.7,12.5,3.1,0.8,2.3,5.5,0.1,0.9,1.4,2.7,2.1,77.8,4.4,2.3,52.3,5.9,1.9,32.2,1.7,Estudiantes,ESTU,https://basketball.eurobasket.com/team/Movistar-Estudiantes-Madrid/198
Spain,Primera FEB,2025-2026,2026-05-07T22:02:02.860329,Grela Alonso 187-PG-20,https://basketball.eurobasket.com/player/Grela-Alonso/665305,Alonso Grela,ESP,187,PG,20,13,0.0,6.6,0.7,0.7,0.0,0.7,0.8,0.0,0.2,1.3,0.3,0.3,100.0,0.5,0.1,20.0,0.5,0.1,20.0,0.6,Obradoiro,OBRA,https://basketball.eurobasket.com/team/Monbus-Obradoiro-CAB-Santiago-de-Compostela/1348
Spain,Primera FEB,2025-2026,2026-05-07T22:02:03.131251,Hanzlik Ondrej 201-F-24,https://basketball.eurobasket.com/player/Hanzlik-Ondrej/479275,Ondrej Hanzlik,CZE,201,F,24,24,7.0,20.5,7.5,2.5,0.7,1.8,0.7,0.2,0.6,1.2,1.3,1.0,76.9,1.0,0.7,70.0,5.2,1.7,32.7,0.3,Gipuzkoa,GIPU,https://basketball.eurobasket.com/team/Guuk-Gipuzkoa-Basket-San-Sebastian/6645
Spain,Primera FEB,2025-2026,2026-05-07T22:02:03.401679,Harguindey Alejandro 200-F-24,https://basketball.eurobasket.com/player/Harguindey-Alejandro/486467,Alejandro Harguindey,ESP,200,F,24,18,2.0,12.9,2.3,1.5,0.4,1.1,0.6,0.4,0.3,1.3,0.8,0.4,50.0,1.1,0.4,36.4,1.2,0.3,25.0,0.5,Cartagena,CART,https://basketball.eurobasket.com/team/Odilo-FC-Cartagena-CB/48634
Spain,Primera FEB,2025-2026,2026-05-07T22:02:03.673883,Hermanson Calvin 198-F-31,https://basketball.eurobasket.com/player/Hermanson-Calvin/300454,Calvin Hermanson,USA,198,F,31,22,4.5,16.5,7.9,1.8,0.5,1.3,0.6,0.0,0.5,1.3,1.5,1.2,80.0,2.0,1.0,50.0,5.4,1.6,29.6,0.8,Oviedo,OVIE,https://basketball.eurobasket.com/team/Alimerka-Oviedo-Baloncesto/6750
Spain,Primera FEB,2025-2026,2026-05-07T22:02:03.944168,Hernandez Pablo 201-F-29,https://basketball.eurobasket.com/player/Hernandez-Pablo/314789,Pablo Hernandez,ESP,201,F,29,22,4.7,20.0,6.7,2.1,0.5,1.6,0.9,0.0,0.3,2.0,1.1,1.0,90.9,2.4,1.0,41.7,3.0,1.3,43.3,1.0,Cantabria,CANT,https://basketball.eurobasket.com/team/Grupo-Alega-Cantabria-Torrelavega/13187
Spain,Primera FEB,2025-2026,2026-05-07T22:02:04.236606,Hernandez Ruben,https://basketball.eurobasket.com/player/Hernandez-Ruben/803942,Ruben Hernandez,ESP,,,,2,0.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.5,50.0,0.0,0.0,0.0,0.0,Zamora,ZAMO,https://basketball.eurobasket.com/team/Zamora-Enamora/2016
Spain,Primera FEB,2025-2026,2026-05-07T22:02:04.523311,Heron Mustapha 196-G-28,https://basketball.eurobasket.com/player/Heron-Mustapha/365780,Mustapha Heron,USA,196,G,28,7,3.4,14.0,6.7,1.1,0.6,0.6,0.9,0.0,0.6,2.1,0.6,0.1,16.7,3.9,2.0,51.3,2.3,0.9,39.1,1.1,Palencia,PALE,https://basketball.eurobasket.com/team/Zunder-Palencia/3212
Spain,Primera FEB,2025-2026,2026-05-07T22:02:04.821839,Hollanders Sander 194-G-25,https://basketball.eurobasket.com/player/Hollanders-Sander/441159,Sander Hollanders,NED,194,G,25,5,6.8,23.6,8.6,3.4,0.8,2.6,0.6,0.0,0.2,1.8,0.6,0.4,66.7,2.2,1.4,63.6,5.2,1.8,34.6,0.2,Alicante,ALIC,https://basketball.eurobasket.com/team/HLA-Alicante/2004
Spain,Primera FEB,2025-2026,2026-05-07T22:02:05.087455,Hoover Nathan 193-F-29,https://basketball.eurobasket.com/player/Hoover-Nathan/399097,Nathan Hoover,USA,193,F,29,6,4.5,26.0,8.3,1.3,0.3,1.0,1.3,0.0,0.7,1.5,1.3,0.8,61.5,3.5,1.5,42.9,5.3,1.5,28.3,1.2,Melilla,MELI,https://basketball.eurobasket.com/team/Melilla-Ciudad-del-Deporte/1354
Spain,Primera FEB,2025-2026,2026-05-07T22:02:05.359348,Huelves Andy 190-SG-19,https://basketball.eurobasket.com/player/Huelves-Andy/705956,Andy Huelves,ESP,190,SG,19,23,3.7,14.4,5.1,1.7,0.7,1.0,1.6,0.0,0.7,2.5,1.7,1.5,88.2,2.9,1.2,41.4,1.9,0.4,21.1,1.2,Burgos T.,BURG,https://basketball.eurobasket.com/team/Grupo-Ureta-Tizona-Burgos/1341
Spain,Primera FEB,2025-2026,2026-05-07T22:02:05.640484,Huguet Sergi 195-SG-24,https://basketball.eurobasket.com/player/Huguet-Sergi/529564,Sergi Huguet,ESP,195,SG,24,21,1.3,10.0,2.3,1.3,0.7,0.7,0.4,0.0,0.2,0.6,0.8,0.2,25.0,1.0,0.5,50.0,1.9,0.4,21.1,0.3,Ourense,OURE,https://basketball.eurobasket.com/team/Club-Ourense-Baloncesto/199
Spain,Primera FEB,2025-2026,2026-05-07T22:02:37.224383,Huskic Goran 210-C-34,https://basketball.eurobasket.com/player/Huskic-Goran/161136,Goran Huskic,SRB,210,C,34,1,5.0,8.0,5.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,50.0,4.0,2.0,50.0,0.0,0.0,0.0,1.0,Obradoiro,OBRA,https://basketball.eurobasket.com/team/Monbus-Obradoiro-CAB-Santiago-de-Compostela/1348
Spain,Primera FEB,2025-2026,2026-05-07T22:02:37.501252,Idehen Robinson 208-F-28,https://basketball.eurobasket.com/player/Idehen-Robinson/460701,Robinson Idehen,ESP,208,F,28,23,3.1,16.4,3.7,4.3,1.4,2.8,0.4,0.2,0.3,2.9,1.4,0.5,35.7,3.0,1.5,50.0,0.2,0.1,50.0,1.2,Cartagena,CART,https://basketball.eurobasket.com/team/Odilo-FC-Cartagena-CB/48634
Spain,Primera FEB,2025-2026,2026-05-07T22:02:37.776078,Iglesias Martin 202-F-22,https://basketball.eurobasket.com/player/Iglesias-Martin/514811,Martin Iglesias,ESP,202,F,22,15,6.5,12.1,5.3,3.7,1.9,1.7,0.6,0.1,0.2,1.6,2.3,1.7,73.9,3.5,1.8,51.4,0.2,0.0,0.0,0.7,Ourense,OURE,https://basketball.eurobasket.com/team/Club-Ourense-Baloncesto/199
Spain,Primera FEB,2025-2026,2026-05-07T22:02:38.044769,Izaw-Bolavie Archange 210-C-25,https://basketball.eurobasket.com/player/Izaw-Bolavie-Archange/528935,Archange Izaw-Bolavie,BEL,210,C,25,15,7.9,23.1,5.9,5.3,1.7,3.7,0.5,1.8,1.6,3.1,2.7,1.3,48.1,5.1,2.3,45.1,0.0,0.0,0.0,1.7,Palma BM,PALM,https://basketball.eurobasket.com/team/Palmer-Basquet-Mallorca-Palma/61419
Spain,Primera FEB,2025-2026,2026-05-07T22:02:38.303893,Jackson Marquis 183-PG-32,https://basketball.eurobasket.com/player/Jackson-Marquis/357252,Marquis Jackson,USA,183,PG,32,23,8.8,24.7,10.5,1.7,0.5,1.2,2.6,0.1,0.9,1.8,1.7,1.2,70.6,3.8,1.7,44.7,4.7,2.0,42.6,1.3,Burgos T.,BURG,https://basketball.eurobasket.com/team/Grupo-Ureta-Tizona-Burgos/1341
Spain,Primera FEB,2025-2026,2026-05-07T22:02:38.565604,Jakovics Ingus 186-PG-33,https://basketball.eurobasket.com/player/Jakovics-Ingus/192369,Ingus Jakovics,LAT,186,PG,33,24,12.3,23.6,11.7,2.5,0.4,2.1,3.0,0.0,1.0,2.0,3.6,2.8,77.8,2.5,1.2,48.0,6.0,2.2,36.7,1.3,Palencia,PALE,https://basketball.eurobasket.com/team/Zunder-Palencia/3212
Spain,Primera FEB,2025-2026,2026-05-07T22:02:38.858365,Jofresa Gerard 183-PG-25,https://basketball.eurobasket.com/player/Jofresa-Gerard/529302,Gerard Jofresa,ESP,183,PG,25,24,8.8,19.2,10.1,2.7,0.5,2.1,1.3,0.0,1.0,1.8,2.8,2.4,85.7,3.0,1.3,43.3,5.0,1.7,34.0,1.3,Burgos T.,BURG,https://basketball.eurobasket.com/team/Grupo-Ureta-Tizona-Burgos/1341
Spain,Primera FEB,2025-2026,2026-05-07T22:02:39.142549,Johnson London 190-G-22,https://basketball.eurobasket.com/player/Johnson-London/621037,London Johnson,JAM,190,G,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,,,
Spain,Primera FEB,2025-2026,2026-05-07T22:02:39.411227,Johnson Reginald 187-G-32,https://basketball.eurobasket.com/player/Johnson-Reginald/266101,Reginald Johnson,USA,187,G,32,23,13.4,27.7,16.3,1.7,0.2,1.5,3.3,0.0,0.9,2.5,3.5,3.0,85.7,7.7,4.1,53.2,4.3,1.7,39.5,2.8,Cantabria,CANT,https://basketball.eurobasket.com/team/Grupo-Alega-Cantabria-Torrelavega/13187
Spain,Primera FEB,2025-2026,2026-05-07T22:02:39.692184,Jorgensen Paul 188-G-30,https://basketball.eurobasket.com/player/Jorgensen-Paul/369343,Paul Jorgensen,,188,G,30,24,10.8,22.2,12.1,2.6,0.5,2.1,1.9,0.1,1.2,1.7,2.4,1.8,75.0,5.6,2.6,46.4,4.6,1.7,37.0,1.0,Coruna,CORU,https://basketball.eurobasket.com/team/Leyma-Basquet-Coruna/8525
Spain,Primera FEB,2025-2026,2026-05-07T22:02:39.964267,Joseph Yasiin 186-G-30,https://basketball.eurobasket.com/player/Joseph-Yasiin/377582,Yasiin Joseph,,186,G,30,3,0.7,14.0,4.3,1.7,0.0,1.7,0.7,0.0,0.7,3.0,0.0,0.0,0.0,3.3,1.7,51.5,1.0,0.3,30.0,1.7,Alicante,ALIC,https://basketball.eurobasket.com/team/HLA-Alicante/2004
