Canonical,Team,Numbers,Variations
Abubakar Odowa,SGS College EABL,10/8,Abubakar Odowa
Marcos Pospori,SGS College EABL,10/9,Marcos Pospori
Washington Wewe,SGS College EABL,10/13,Washington Wewe
Imam Toure,SGS College EABL,12,Imam Toure
Kevin Ramirez Mora,SGS College EABL,14,Kevin Ramirez Mora
Kayden Richards,SGS College EABL,15,Kayden Richards
Jakub Bobkowski,Myerscough College EABL,1/4/5/6,Jakub Bobkowski
Aboyomi Aiyedun,Myerscough College EABL,5,Aboyomi Aiyedun
Ashton Scott,Myerscough College EABL,6,Ashton Scott
Salomi Latidan,Myerscough College EABL,15/6/7,Salomi Latidan
Cesar Sanchez Falette,Myerscough College EABL,4/8,Cesar Sanchez Falette
Olivier Esingle,Myerscough College EABL,9,Olivier Esingle
Layjuan Farrell,Myerscough College EABL,10/24/4/7,Layjuan Farrell
Harry Sheehan,Myerscough College EABL,0/11,Harry Sheehan
Zach Trezvant,Myerscough College EABL,12,Zach Trezvant
Sayomi Latidan,Myerscough College EABL,10/13/24/8,Salomi Latidan; Sayomi Latidan
Fin Morgan,Myerscough College EABL,14,Fin Morgan
Ayo Ibirinde,Myerscough College EABL,13/32,Ayo Ibirinde
Malik Matser,Barking Abbey EABL,4,Malik Matser
Micael Filho,Barking Abbey EABL,5,Micael Filho
Francesco Cole,Barking Abbey EABL,13/4/7,Francesco Cole
Munyaradzi Myamutenha,Barking Abbey EABL,4/8,Munyaradzi Myamutenha
Solomon Dobson Smith,Barking Abbey EABL,22/26/6/9,Solomon Dobson Smith
Kervy Mabaya,Barking Abbey EABL,10,Kervy Mabaya
Folarin Oguntuase,Barking Abbey EABL,11,Folarin Oguntuase
Raphael Connolly,Barking Abbey EABL,12,Raphael Connolly
Harry Egbayelo,Barking Abbey EABL,13/15/32,Harry Egbayelo
Amari Maitland,Barking Abbey EABL,14/15,Amari Maitland
Alaxanda Nwabueze,Barking Abbey EABL,22/32/4,Alaxanda Nwabueze; Alexanda Nwabueze
Joshua Mendes,Barking Abbey EABL,23,Joshua Mendes
Can Okumus,HHS Reading Rockets EABL,16/4,Can Okumus
Ethan Harrington,HHS Reading Rockets EABL,5,Ethan Harrington
Matthew Daines,HHS Reading Rockets EABL,7,Matthew Daines
Saun Ejiofor,HHS Reading Rockets EABL,8,Saun Ejiofor
Malachi Hassan-Taylor,HHS Reading Rockets EABL,10,Malachi Hassan-Taylor
Nicholas Dent,HHS Reading Rockets EABL,11,Nicholas Dent
Lazure Franicis,HHS Reading Rockets EABL,12,Lazure Franicis
James Waterhouse,HHS Reading Rockets EABL,13,James Waterhouse
Joseph Mackinnon,HHS Reading Rockets EABL,14,Joseph Mackinnon
Luca Bakary,HHS Reading Rockets EABL,15,Luca Bakary
Rafi Testfay,City of London Academy - Southwark EABL,11/4/6,Rafi Testfay
Dante Patel,City of London Academy - Southwark EABL,5,Dante Patel
Riley Nunn,City of London Academy - Southwark EABL,11/6,Riley Nunn
Jacob Hannick,City of London Academy - Southwark EABL,7,Jacob Hannick
Daniel Banjoko,City of London Academy - Southwark EABL,8,Daniel Banjoko
Alex Morentin,City of London Academy - Southwark EABL,9,Alex Morentin
Sharmake Shirwac,City of London Academy - Southwark EABL,10/13/14/7,Sharmake Shirwac
Nyakeh Senessie,City of London Academy - Southwark EABL,10/11/14,Nyakeh Senessie
David Banjoko,City of London Academy - Southwark EABL,12,David Banjoko
Toby Gass,City of London Academy - Southwark EABL,13,Toby Gass
Bilal Olowoshile,City of London Academy - Southwark EABL,14,Bilal Olowoshile
Andrew Nwokolo,City of London Academy - Southwark EABL,15,Andrew Nwokolo
Jakub Ofman,Itchen College EABL,4,Jakub Ofman
Benjamin Cope,Itchen College EABL,3/5,Benjamin Cope
Ethan Round,Itchen College EABL,6,Ethan Round
George Andrews,Itchen College EABL,7,George Andrews
Elijah Lotriet,Itchen College EABL,8,Elijah Lotriet
Thomas Blower,Itchen College EABL,2/9,Thomas Blower
Richard Radu,Itchen College EABL,10,Richard Radu
Mason Yeates,Itchen College EABL,11/12/14/15,Mason Yeates
Marley Edwards,Itchen College EABL,11/12,Marley Edwards
Javen Osei-Owusu,Itchen College EABL,13/14,Javen Osei-Owusu
Alvin Ben-Uloko,Itchen College EABL,14,Alvin Ben-Uloko
Dawid Cimochowski,Itchen College EABL,1/15,Dawid Cimochowski
Simba Chikukwa,BMET City of Birmingham Rockets EABL,14/15/16/23/4,Simba Chikukwa
Shaiq Wahid,SGS College EABL,7,Shaiq Wahid
Leo Diala-Bevan,Itchen College EABL,14/15,Leo Diala-Bevan
Noah Wilkinson,Copleston High School EABL,3/4/6,Noah Wilkinson
Callum Fobister,Copleston High School EABL,0/2/5,Callum Fobister
Timothy Rafiu,Copleston High School EABL,0/2/6/9,Timothy Rafiu
Isaac Little,Copleston High School EABL,7,Isaac Little
Mason Wells,Copleston High School EABL,8,Mason Wells
Jaziah Mussington,Copleston High School EABL,9,Jaziah Mussington
Matthew Liddamore,Copleston High School EABL,10,Matthew Liddamore
Oliver Drane,Copleston High School EABL,11,Oliver Drane
Angus Hickey,Copleston High School EABL,12/14/30,Angus Hickey
Isaac Carty-Peters,Copleston High School EABL,13,Isaac Carty-Peters
Elijah Tamakloe,Copleston High School EABL,14/23/90,Elijah Tamakloe
Grant Millar,Copleston High School EABL,12/15,Grant Millar
Daniel Okhuoya,Myerscough College EABL,21,Daniel Okhuoya
Ruben Cryer,City of London Academy - Southwark EABL,10/11/4/7,Ruben Cryer
Louis Thompson,City of London Academy - Southwark EABL,6,Louis Thompson
Kimbe N'gabala,Barking Abbey EABL,8,Kimbe N'gabala
Yude He,Copleston High School EABL,12/24,Yude He
Ethan Albrecht,Barking Abbey EABL,11,Ethan Albrecht
Henry Mclauchlan,Barking Abbey EABL,14,Henry Mclauchlan
William Harper,Barking Abbey EABL,13/24,William Harper
Oskaras Visockas,Barking Abbey EABL,25/9,Oskaras Visockas
Zavier Gleadell-Smith,Charnwood College Riders EABL,15,Zavier Gleadell-Smith
Luka Matthews,SGS College EABL,3,Luka Matthews
Antoine Bennett,SGS College EABL,11,Antoine Bennett
J. Hardy,Charnwood College Riders EABL,4,J Hardy
Tom Richardson,Manchester Magic Academy EABL,3/4/6,Tom Richardson
Allan Adetula,Manchester Magic Academy EABL,1/12/16/9,Allan Adetula
Kaleel Otaye,Derby College Trailblazers EABL,0/1/10/11/21/9,Kaleel Otaye
Finley Tuck,Derby College Trailblazers EABL,5,Finley Tuck
Rohan Hobday,Derby College Trailblazers EABL,12,Rohan Hobday
Nathaniel Byfield,Myerscough College EABL,4/7,Nathaniel Byfield; Nate Byfield
Ivan Idemudia,Myerscough College EABL,8,Ivan Idemudia
Jonathan Agbeze,BMET City of Birmingham Rockets EABL,0/5,J Agbeze; Jonathan Agbeze
Aydan Moloney,HHS Reading Rockets EABL,6,Aydan Moloney
Lazure Francis,HHS Reading Rockets EABL,12,Lazure Francis
Daniel Ekwukoma,City of London Academy - Southwark EABL,6,Daniel Ekwukoma
Daniel Kostadinov,Oaklands Wolves EABL,1,Daniel Kostadinov
Guisepi Augenti,Oaklands Wolves EABL,4,Guisepi Augenti
Tristan Mcintosh,Oaklands Wolves EABL,8,Tristan Mcintosh
Liam Mcintosh,Oaklands Wolves EABL,10,Liam Mcintosh
Ethan Ryan,Oaklands Wolves EABL,12,Ethan Ryan
Huxley Morrell,Oaklands Wolves EABL,14,Huxley Morrell
Gavin Mitchell,Oaklands Wolves EABL,15,Gavin Mitchell
Enzo Da Cruz Fatuda,Oaklands Wolves EABL,17/4,Enzo Da Cruz Fatuda
Kajus Gasperas,Oaklands Wolves EABL,21,Kajus Gasperas
Zac Gribble,Oaklands Wolves EABL,22,Zac Gribble
Dylan Gladstone,Oaklands Wolves EABL,24,Dylan Gladstone
Sonny Wood,Itchen College EABL,13/9,Sonny Wood
Luke Read,Copleston High School EABL,15/91,Luke Read
Blake Gordon,Myerscough College EABL,4,Blake Gordon
Junior Sanchez,Myerscough College EABL,8,Junior Sanchez
Sayomi Laditan,Myerscough College EABL,10,Sayomi Laditan
Solomi Laditan,Myerscough College EABL,15,Solomi Laditan
Ruben Nunn,City of London Academy - Southwark EABL,4,Ruben Nunn
Barack Manfo-Marc,City of London Academy - Southwark EABL,10/14/6,Barack Manfo-Marc
Andrew Young,Charnwood College Riders EABL,16,Andrew Young
James Hardy,Charnwood College Riders EABL,55,James Hardy
Daniel Barima,Derby College Trailblazers EABL,11/14,Daniel Barima
L. Roberts,Myerscough College EABL,6,L Roberts
Jack Styzcen-O'keefe,Manchester Magic Academy EABL,9,Jack Styzcen-O'keefe
Reuben Roach,SGS College EABL,7/9,Reuben Roach
Blaine Thompson,Oaklands Wolves EABL,37,Blaine Thompson
Reuel Matthias,Itchen College EABL,12/9,Reuel Matthias
James Powell,Itchen College EABL,12,James Powell
Jaaron Mcpherson,City of London Academy - Southwark EABL,4,Jaaron Mcpherson
Okeri Hambira,Charnwood College Riders EABL,17,Okeri Hambira
Harry Hodgson,Copleston High School EABL,13/33,Harry Hodgson
Archer Pilkington,Charnwood College Riders EABL,3,Archer Pilkington
Leon Heidenreich Roberts,Myerscough College EABL,15/4,Leon Heidenreich Roberts
Ryan Cabrera,SGS College EABL,1/5/8,Ryan Cabrera
Zion Lawson,SGS College EABL,7,Z Lawson; Zion Lawson
Kash Rands,SGS College EABL,9,Kash Rands
Alex Cisse,Myerscough College EABL,24/7,Alex Cisse
L. Ngomti,Derby College Trailblazers EABL,11,L Ngomti
Heath Parkin,Barking Abbey EABL,14,Heath Parkin
Alexanda Nwabueze,Barking Abbey EABL,44,Alexanda Nwabueze; Alaxanda Nwabueze
Alfie King,HHS Reading Rockets EABL,8,Alfie King; A King
Stanley Mills,Oaklands Wolves EABL,11,Stanley Mills
J. Grajcar,SGS College EABL,13,J Grajcar
L Roberts,Myerscough College EABL,7,L Roberts
Moses Waris,Copleston High School EABL,18,Moses Waris
Jakub Grajcar,SGS College EABL,10/15,Jakub Grajcar
Abraham Isiorho,Manchester Magic Academy EABL,3,Abraham Isiorho
Ricky Amrania,Charnwood College Riders EABL,11,Ricky Amrania
Salomi Laditan,Myerscough College EABL,6,Salomi Laditan
